Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,TimeOfDay,DayOfWeek,IndoorOutdoor,ActivityType,IsFall
1.087220936,-0.14746352,11.39068471,34.15524449,-109.5354078,-112.0075221,Afternoon,Saturday,Outdoor,Walking,1
-0.666157591,-1.927198473,11.73263234,86.66393093,12.00310476,62.39825356,Afternoon,Thursday,Outdoor,Walking,1
1.608039037,0.678207897,8.052718725,0.124140183,-15.08024408,188.248578,Evening,Wednesday,Outdoor,Stairs,0
-0.613483938,-1.488465389,8.068401544,-5.308513542,-107.1454686,188.7768974,Morning,Thursday,Outdoor,Running,0
0.405138044,-0.018279696,8.410244058,115.0939422,-19.96982279,-53.55504128,Morning,Saturday,Indoor,Sitting,0
0.553677451,-0.606274993,8.813283447,137.026643,32.36214083,126.5053936,Night,Thursday,Outdoor,Walking,0
-0.324590834,0.179947863,8.650078406,51.91906923,-141.5618989,118.8355595,Evening,Tuesday,Outdoor,Sitting,0
-1.313251689,0.77139287,8.644769119,11.7859552,-108.1657158,76.43037496,Night,Tuesday,Indoor,Sitting,1
-1.445332147,-0.935312844,8.806124763,-76.01290826,-38.21115958,-3.217553406,Evening,Saturday,Indoor,Walking,1
-0.306038572,-1.684957412,10.65682,-178.9910327,59.41593288,172.7793911,Morning,Saturday,Outdoor,Walking,0
0.083111103,-1.867720367,8.63146033,-124.6887569,-45.91945364,139.3599657,Evening,Friday,Outdoor,Standing,1
1.575682887,-0.20151601,10.90097229,-23.946699,66.20428386,6.841138319,Morning,Saturday,Outdoor,Running,1
0.818005754,-1.311999504,9.516329854,76.43811123,-27.28086452,66.84882131,Afternoon,Friday,Indoor,Walking,0
-0.708593571,0.720585964,10.67016221,119.7547706,3.598358145,-8.733433089,Morning,Thursday,Indoor,Sitting,1
-1.891897207,-0.793846499,9.49651347,-134.8721128,-180.8545872,-143.4408302,Afternoon,Monday,Indoor,Sitting,0
-1.313455805,-0.857364897,11.25346006,-152.8623653,42.65763655,-104.7174216,Morning,Tuesday,Indoor,Walking,1
0.694746117,-1.043748688,11.19262078,-32.12921122,-88.55569332,-179.8547993,Night,Monday,Indoor,Running,0
-0.650945736,0.648716016,8.05541612,-37.03210886,-81.21761411,156.4713453,Night,Tuesday,Indoor,Standing,1
-1.130030419,-1.11238033,9.561990702,32.88837722,-160.2403666,-142.1902209,Night,Tuesday,Outdoor,Walking,0
1.063245431,0.31853851,10.07781315,-148.2854804,182.3162364,-85.38067643,Afternoon,Sunday,Outdoor,Stairs,0
-1.52366853,0.572543507,9.214940429,56.13200248,-1.447147025,22.80360585,Afternoon,Saturday,Indoor,Running,0
-0.664761066,0.292108063,11.56166686,33.04409999,-8.18580373,-104.9265583,Morning,Friday,Indoor,Sitting,0
0.796355842,-1.793455715,10.10900033,126.7778331,-166.7656286,163.5630451,Afternoon,Saturday,Indoor,Sitting,1
-1.960267698,1.462181046,10.30651371,-24.06764726,122.724573,17.42275989,Night,Thursday,Indoor,Walking,0
-1.84703395,-1.465666073,8.046124746,-134.1307654,-85.30436992,135.4070244,Afternoon,Wednesday,Outdoor,Standing,0
1.776490752,-0.272448608,9.191021585,113.1845396,41.64970612,126.1446528,Night,Friday,Indoor,Walking,1
0.044751294,0.643095252,11.11479585,8.61864763,44.80636009,-124.6781747,Evening,Thursday,Outdoor,Walking,0
0.001374315,1.261034988,8.732505449,-123.9778271,-123.3511571,-88.7148365,Evening,Monday,Outdoor,Running,0
-0.782520063,-1.079179202,9.195339894,45.26548711,30.2058408,-112.1154031,Evening,Friday,Outdoor,Walking,0
0.795846222,1.273650647,10.44820201,45.61064003,69.56089754,98.24554632,Morning,Friday,Outdoor,Standing,1
0.336446802,-0.553928246,8.335307194,95.05529705,114.8304534,118.1895003,Evening,Wednesday,Outdoor,Sitting,0
-1.072824551,-1.615148474,8.577057805,-29.70680564,37.83251606,-171.1655995,Evening,Saturday,Indoor,Walking,0
-1.128764017,0.546191208,10.07083795,104.5641844,-113.651568,-7.622520863,Night,Tuesday,Outdoor,Walking,0
-0.005257907,1.969742166,11.22005414,-63.30769137,10.81534065,-52.35588682,Afternoon,Friday,Outdoor,Running,1
1.928678106,1.79038804,11.47286407,91.36471984,127.3806564,-179.2184814,Evening,Monday,Indoor,Walking,1
1.85641959,0.418726573,8.093623621,140.747448,50.90625651,46.83643817,Night,Tuesday,Indoor,Stairs,0
-0.034859247,0.349953266,11.46927971,-86.6810586,-84.58343635,109.4383193,Night,Saturday,Outdoor,Sitting,0
1.442447649,0.747126777,10.07236722,165.0336455,165.8212472,12.0563628,Afternoon,Thursday,Indoor,Standing,0
0.566289243,1.171068241,9.833803219,167.4083489,-105.6635713,74.01673895,Night,Tuesday,Indoor,Running,1
-0.077095093,1.03610666,10.73967212,6.052989176,194.29759,116.4730131,Night,Saturday,Indoor,Sitting,1
1.13898027,1.997226832,8.060130469,32.26565317,175.4253231,37.58089283,Morning,Tuesday,Outdoor,Running,0
0.219225281,1.767601365,9.904619855,114.0220108,-30.06967985,-42.32904889,Morning,Monday,Indoor,Walking,0
0.229542846,-1.368034679,11.46142666,-79.4147594,39.58527307,51.24367377,Afternoon,Wednesday,Outdoor,Sitting,1
-0.416364279,0.404216347,10.04073032,184.0731544,-112.9939867,177.935327,Afternoon,Friday,Indoor,Stairs,0
0.905063654,1.774822274,11.14872162,-7.656418535,6.167008363,-22.98212319,Night,Monday,Outdoor,Walking,0
1.516655702,0.83243182,8.372338507,-39.56901035,-140.5814727,133.362865,Afternoon,Saturday,Outdoor,Walking,1
-1.207041276,0.354433864,10.53811561,-181.9194544,38.58898229,192.5792617,Night,Sunday,Indoor,Stairs,1
-1.889811826,1.60536523,9.017668504,-134.1267217,78.14442968,-74.67104975,Morning,Sunday,Outdoor,Stairs,1
-1.968636174,1.354266148,11.57811015,181.9930153,32.61206754,-76.83269442,Evening,Tuesday,Outdoor,Running,0
1.719663488,-1.618251591,10.28144735,-26.83407285,-47.95363334,61.07190827,Morning,Tuesday,Indoor,Sitting,0
-0.549563596,-1.197242785,9.930061746,7.911846354,-189.9889099,118.4197046,Afternoon,Wednesday,Outdoor,Stairs,1
0.317101065,1.444230411,9.623327465,77.18968549,161.3816695,-51.48049779,Morning,Thursday,Indoor,Walking,1
-0.789891402,0.796872844,8.399232461,12.49162561,40.04169532,-37.42067398,Evening,Thursday,Indoor,Sitting,0
1.919122901,1.787593427,9.918297703,-153.7600236,77.72857638,76.32577115,Afternoon,Thursday,Indoor,Walking,0
-0.81548813,-0.78796419,8.360742847,-27.07873332,96.96044348,-144.5970562,Evening,Saturday,Indoor,Sitting,1
-0.612843767,1.075341961,8.323234183,2.751505008,66.97840507,-100.7621236,Morning,Monday,Indoor,Running,0
-1.421093676,-1.678792732,10.81322395,146.8493167,-49.37838165,117.2185318,Night,Thursday,Indoor,Walking,1
1.018617728,-1.043727465,9.153054878,-120.574742,179.8269127,190.6079317,Night,Thursday,Outdoor,Running,0
1.271539533,1.389538989,9.917145417,119.9886825,170.0846224,95.43152906,Afternoon,Friday,Indoor,Standing,0
-1.968988439,1.151179252,11.80839526,-75.15828242,38.26037998,118.0348319,Morning,Friday,Indoor,Walking,1
-0.414859004,-0.608812367,9.851749098,101.0685678,97.88819824,-86.58341522,Morning,Sunday,Outdoor,Stairs,1
0.739763354,-1.019435077,8.699841999,-55.07421165,95.65669235,-141.9109995,Evening,Friday,Indoor,Sitting,0
-1.221734381,-0.352903962,11.6952665,70.32514103,68.69684981,-50.89042629,Afternoon,Friday,Outdoor,Standing,0
-0.717398216,1.858893857,9.080125669,175.6849326,-0.129609482,143.7207862,Night,Saturday,Outdoor,Running,0
-1.125960758,1.557196558,9.686808551,-121.8248724,54.51835352,-25.24382694,Morning,Friday,Outdoor,Walking,1
-1.200672057,-0.243370024,9.144287897,117.0342268,-95.7351608,-132.1487214,Night,Sunday,Outdoor,Standing,0
1.065477404,1.512347848,8.179949849,25.61764301,59.40150553,-187.3608794,Afternoon,Wednesday,Indoor,Running,1
1.470483957,-1.169359457,8.406506444,44.74308613,159.2003961,-194.3411929,Evening,Thursday,Outdoor,Stairs,0
-1.837851603,1.646726154,10.95287438,-110.3537874,-122.0046482,-199.0173962,Evening,Saturday,Outdoor,Standing,1
0.067414565,-1.115188475,9.755654857,97.26586698,82.34864993,132.7823509,Morning,Saturday,Indoor,Stairs,0
-0.58293693,-1.668081742,9.639681807,109.1117682,173.4972625,-13.72070401,Evening,Thursday,Indoor,Running,1
0.052846455,-1.950318088,11.48165127,72.69339717,-138.8577165,-63.4337953,Morning,Friday,Outdoor,Sitting,0
-1.754132832,0.672702493,9.512458918,-137.2627141,-56.44684681,-129.2029309,Afternoon,Monday,Outdoor,Stairs,1
1.636359391,-1.737596612,8.859221014,100.0380278,65.6928649,-113.20165,Evening,Monday,Outdoor,Sitting,0
1.816056264,0.985870636,8.678124519,144.9584052,-171.0346465,185.2528134,Morning,Tuesday,Outdoor,Sitting,1
0.841037054,0.252493639,10.73923808,-161.8390031,-76.03971498,-58.62294749,Afternoon,Sunday,Indoor,Walking,0
-1.350739187,-0.606042657,9.274508354,-22.49999167,-33.224828,23.24281577,Morning,Tuesday,Indoor,Standing,1
0.727328502,0.822423997,10.77828686,40.28090936,-18.47169703,97.48010297,Morning,Thursday,Indoor,Standing,0
1.920968977,-1.407832313,8.702069399,59.86940679,-140.0554264,-33.34047293,Afternoon,Monday,Indoor,Standing,0
-0.835944267,1.003300076,8.21875758,88.59284092,-39.67893691,-117.9705072,Night,Friday,Indoor,Sitting,1
-1.541763163,1.84383582,9.583431808,-127.3114712,-3.188333268,-14.09973707,Evening,Thursday,Outdoor,Sitting,0
-0.925422319,-0.482104135,10.74923382,134.4650107,-135.8400987,-20.6314202,Evening,Sunday,Outdoor,Stairs,0
-1.854868178,0.215950677,8.317937575,-82.46374889,-143.7220631,-55.07179617,Morning,Wednesday,Outdoor,Stairs,1
0.037288427,1.121437363,9.292429986,143.930322,-157.011525,193.5499593,Morning,Sunday,Outdoor,Running,1
-1.554788505,-1.705350657,10.86363612,51.39737592,65.33695994,46.31980459,Night,Wednesday,Indoor,Standing,1
1.319776246,0.204805766,9.716575954,30.7705136,-96.28335201,120.8561504,Night,Wednesday,Indoor,Sitting,0
-0.954739307,1.480927008,11.28973767,-102.5158052,-174.9268494,-30.15220851,Night,Monday,Indoor,Sitting,0
0.683981149,0.427944756,11.26913151,-22.4464101,-90.96478506,-142.9198208,Morning,Tuesday,Indoor,Standing,0
-1.398504191,0.573132077,8.186226812,-107.087063,-95.1126457,42.15714156,Evening,Friday,Indoor,Walking,0
-1.133974906,0.617302967,10.35653981,63.6719224,26.72299999,121.4368281,Morning,Sunday,Indoor,Walking,1
0.358471635,0.482840526,9.434786567,112.7135021,48.84856166,-79.17844494,Morning,Sunday,Indoor,Walking,1
1.957859624,-0.698534792,8.384936425,150.2533611,90.14409313,-73.91052855,Evening,Sunday,Outdoor,Stairs,0
1.749078981,-1.021927725,9.745266781,-161.62184,1.508109592,132.6406848,Afternoon,Thursday,Outdoor,Stairs,1
0.636140753,0.042634654,9.207377462,-187.8694465,18.4431023,-165.3616353,Afternoon,Sunday,Outdoor,Stairs,0
0.090173328,1.894681465,9.607111721,193.4414633,-84.33195518,188.0262789,Evening,Friday,Indoor,Standing,1
1.733350297,1.097075536,8.752344398,-185.757415,-98.50309193,-95.76025515,Afternoon,Friday,Outdoor,Sitting,1
0.788325115,-1.01581077,9.533986607,43.78350589,-1.73053489,192.0268008,Evening,Saturday,Outdoor,Stairs,0
-0.313803188,1.98955719,9.715116299,-71.7432692,150.9944952,-120.3557113,Morning,Thursday,Indoor,Running,1
-0.17632207,-1.847523529,9.406450195,159.086042,72.38544725,2.299443627,Afternoon,Sunday,Indoor,Standing,1
-1.227646097,-1.221090386,8.831659289,-124.7455293,17.28458765,105.9078891,Morning,Monday,Outdoor,Walking,0
-0.027639979,-0.806982407,11.17623066,117.4053989,67.15543292,20.15967642,Evening,Thursday,Indoor,Walking,1
-1.689421124,-1.021978752,8.497681494,152.551116,77.58782438,143.2487396,Afternoon,Wednesday,Indoor,Standing,0
0.358585351,-0.834108246,8.804087706,-156.1005834,57.48364353,20.00899336,Night,Wednesday,Outdoor,Sitting,0
-1.791944294,0.113579134,11.76318974,-36.5286707,63.67185708,92.74268099,Evening,Saturday,Outdoor,Stairs,0
1.616611394,-0.427093376,10.97767231,-89.02422322,30.97861988,-188.6341365,Evening,Saturday,Outdoor,Stairs,0
1.969077731,0.866586958,11.57305201,-47.44502045,171.4960282,4.468663505,Afternoon,Wednesday,Outdoor,Standing,1
1.458121462,1.31760155,10.00335977,14.30284901,-151.9036912,-154.3354745,Night,Tuesday,Outdoor,Standing,0
1.351503847,-0.269639206,11.08617927,165.0653585,-84.30494406,-101.9039076,Afternoon,Tuesday,Indoor,Stairs,0
0.508328495,-0.354106961,8.204764533,-72.0667746,46.09353629,-167.8227802,Night,Saturday,Outdoor,Running,0
1.372128991,1.531485346,10.25488895,-84.5647459,77.14533085,-73.16588584,Evening,Friday,Outdoor,Sitting,1
-1.541302983,-0.488421513,11.88282921,-51.98542768,-39.23336095,151.8544708,Morning,Saturday,Outdoor,Walking,0
-0.767056746,0.445819862,10.7030346,-122.5353711,-66.31316388,-43.96071872,Morning,Thursday,Indoor,Walking,1
0.37498855,-1.399169966,11.81976687,-136.8100253,138.3705076,-145.0385147,Night,Wednesday,Outdoor,Stairs,0
-0.383307653,1.179267288,9.423986641,-37.22879257,2.774148077,178.6659731,Evening,Wednesday,Outdoor,Running,1
-0.141933745,-1.55866796,10.65454583,177.7215037,162.0745838,123.465302,Morning,Thursday,Outdoor,Walking,0
-0.028653959,-1.227505913,9.628825951,-132.1725448,-112.5750622,161.5337811,Afternoon,Saturday,Indoor,Standing,0
1.773872628,-1.152149194,8.669126253,-54.57488447,-197.4599995,-143.3501128,Evening,Thursday,Indoor,Stairs,0
-1.975951976,-0.690462527,10.60054076,2.421080199,49.52104278,-7.030106272,Afternoon,Friday,Indoor,Walking,1
1.848877527,-1.987151478,8.771246291,168.1464902,17.3481203,156.1327615,Afternoon,Tuesday,Outdoor,Sitting,0
0.393295588,-0.821977246,10.78920779,48.79811251,94.82592888,-166.076644,Afternoon,Friday,Outdoor,Walking,0
0.787572509,-0.774211113,11.69592335,40.58280659,-52.34023588,131.1870365,Night,Tuesday,Outdoor,Sitting,1
-1.916599178,0.852956692,11.10043012,8.83384219,-54.32191894,-34.74880116,Evening,Wednesday,Outdoor,Standing,1
0.231190182,1.058547737,11.97577628,-189.3560548,-11.73934369,109.0953154,Night,Tuesday,Indoor,Standing,0
-0.149103461,-1.283371719,9.222634426,28.639969,81.07017744,-93.92761896,Afternoon,Friday,Indoor,Sitting,1
0.969412559,0.783254186,9.755860314,-143.06248,46.04594877,-113.1339615,Night,Tuesday,Outdoor,Stairs,1
0.220683584,-0.891321295,9.563419846,184.1377463,8.064523042,-64.92388354,Evening,Saturday,Outdoor,Walking,0
-1.595873954,-0.191169836,10.04028245,-174.6709324,-30.61536958,-198.3468018,Evening,Thursday,Indoor,Sitting,0
1.347969536,1.536357588,8.04889852,-53.11349423,35.46589088,164.3399123,Evening,Saturday,Outdoor,Walking,0
1.500616408,0.463952138,9.710340713,64.2957433,-121.9492082,-178.3830705,Night,Sunday,Outdoor,Sitting,1
-0.975457775,-0.692091761,8.385723564,66.15627372,-0.260057021,-130.7937696,Evening,Monday,Indoor,Sitting,1
0.975653205,-1.040219393,9.886642916,-145.0539905,-134.6909091,-126.0418161,Afternoon,Friday,Indoor,Stairs,0
-0.833829855,1.168016713,8.176345828,16.30334831,-172.5476028,46.92454708,Night,Tuesday,Indoor,Standing,0
0.046678111,1.128932615,11.93208314,68.16427628,-73.89164641,-191.7184967,Morning,Monday,Outdoor,Running,0
0.005728717,-0.718362178,9.338731655,-114.9059959,142.727107,85.54336518,Night,Wednesday,Outdoor,Sitting,1
-0.554515063,0.628955031,11.53595256,-191.8432712,167.8783139,-5.468858005,Morning,Wednesday,Outdoor,Walking,0
0.183715859,-1.405717363,11.00329999,132.5058081,-197.3079629,148.475766,Afternoon,Sunday,Indoor,Sitting,1
1.780151643,-0.549063782,8.558070255,-52.64655824,-90.8261893,115.6744173,Afternoon,Monday,Indoor,Stairs,1
-1.762508496,0.866584452,9.504332015,174.4746753,-43.26977687,197.3849716,Afternoon,Tuesday,Outdoor,Sitting,1
1.052799496,1.924626834,10.83980706,-62.36784946,131.6169308,38.64189929,Evening,Sunday,Outdoor,Stairs,0
1.577720913,-0.73077568,10.04690229,-116.5966087,-149.5860064,-79.87702502,Morning,Monday,Outdoor,Running,1
1.700916183,-0.28476601,9.272610164,3.759616341,183.7955669,-19.93009502,Afternoon,Sunday,Outdoor,Running,1
-1.577286891,1.118560892,11.23630215,-194.2573484,-140.3855273,122.02367,Afternoon,Thursday,Indoor,Standing,0
1.737106577,-0.146855262,8.270904692,37.11560549,188.7004879,115.4329548,Morning,Wednesday,Indoor,Running,1
-1.651108313,-0.248305565,9.189882874,183.146577,-89.09498265,145.4786208,Morning,Sunday,Outdoor,Walking,1
1.966444025,0.898237714,11.73529297,-54.97065831,137.6858896,-43.16200711,Afternoon,Wednesday,Indoor,Sitting,0
-1.170289079,-1.754729565,10.35013429,163.5903444,-92.06094718,-163.8573876,Night,Saturday,Outdoor,Running,0
-0.52062498,1.181455738,10.18319024,-65.97160457,199.3399995,-28.13926721,Night,Tuesday,Indoor,Running,0
-1.658616348,1.367486112,10.96144915,169.7960644,-59.00933609,161.6233727,Evening,Saturday,Outdoor,Standing,0
1.439398281,-0.695781723,11.23221379,-106.5616903,-106.4025499,-56.34262348,Morning,Thursday,Indoor,Sitting,0
-1.736758813,1.004080833,10.03332749,133.7718481,199.8122244,4.126374242,Morning,Tuesday,Outdoor,Stairs,1
-1.971234001,1.227737786,9.179310615,-45.21123315,-78.94599915,149.0511427,Morning,Saturday,Indoor,Sitting,1
0.953846278,0.9252011,10.36176448,-199.4825239,55.39413268,194.0677794,Afternoon,Friday,Outdoor,Stairs,1
1.965444748,1.573931731,9.01472646,-94.85413137,110.4936726,32.53127026,Evening,Thursday,Outdoor,Sitting,0
-1.53645509,-1.571809631,9.74911035,-181.5963547,135.5247494,101.389577,Morning,Friday,Indoor,Standing,0
-0.223804106,-1.680262037,9.605285913,-113.3768708,-93.77207124,-67.84933146,Afternoon,Wednesday,Indoor,Running,0
-1.454915976,-1.444307597,8.909636351,34.07476338,-63.20480967,13.70679754,Morning,Monday,Indoor,Walking,1
-0.796834135,-1.235837355,11.73597791,-42.14919107,-110.769852,-119.3050653,Night,Sunday,Indoor,Standing,0
-1.91192492,-0.880180884,8.634685631,158.7420119,-195.0338492,-76.9223492,Morning,Wednesday,Indoor,Running,0
-1.123565596,0.842580218,9.350375955,-21.69702413,177.6518631,-68.89395129,Night,Wednesday,Indoor,Walking,0
1.758687371,1.346130105,8.919548116,192.7584341,73.37414367,-76.8217179,Night,Sunday,Outdoor,Sitting,1
-1.663194501,-0.545843254,8.04882156,-88.26798014,15.87208511,158.3117946,Night,Thursday,Outdoor,Stairs,1
0.975264937,1.654406188,11.21022861,-34.6898304,174.4389921,-183.9950656,Night,Wednesday,Outdoor,Walking,0
-1.216074017,-0.265342965,8.758900078,92.52744119,192.531971,-178.1576582,Night,Saturday,Indoor,Running,0
-0.53493132,0.714371284,11.45501255,81.41359253,92.06891349,11.30353262,Evening,Thursday,Indoor,Sitting,1
-0.810412405,1.138123958,11.72763213,196.5241724,101.0696841,21.43708702,Evening,Friday,Indoor,Standing,1
-0.064471922,-0.042816987,10.68851858,158.2000822,-96.07936993,12.91988033,Evening,Wednesday,Indoor,Stairs,1
1.349221363,0.276862719,8.139068214,-123.863709,150.3623666,87.38689957,Evening,Tuesday,Outdoor,Standing,1
0.314100208,-1.338507464,9.303987333,90.22856132,46.37511818,-122.0180201,Morning,Tuesday,Indoor,Standing,0
0.310356914,-1.137747762,11.29925327,162.3153511,144.4996802,196.5671803,Night,Thursday,Indoor,Sitting,0
0.00269733,-1.099873334,8.131383506,11.56132987,-7.776841126,44.02192244,Night,Saturday,Indoor,Sitting,0
1.058276392,1.961654881,10.14683086,155.4134674,45.63394028,-178.4466786,Morning,Friday,Outdoor,Sitting,0
-0.954076633,1.750635816,9.157807329,23.29071262,187.2356146,67.02184425,Evening,Thursday,Indoor,Standing,1
-0.196791911,1.698837335,9.299531403,-107.5925695,-189.1554285,-186.6361357,Afternoon,Sunday,Outdoor,Walking,1
-0.837727804,1.483913768,9.085414291,-11.043626,108.2564126,-195.1115189,Afternoon,Monday,Outdoor,Sitting,1
0.091390789,1.190229534,11.36139246,181.1982571,-121.6136439,-143.3076498,Afternoon,Saturday,Indoor,Standing,0
0.301442966,-1.391597405,9.889387445,-91.33103038,-145.4147099,16.92402972,Evening,Saturday,Outdoor,Sitting,1
0.310825242,1.421653081,8.648375224,-126.0508881,191.632664,-134.2114838,Night,Saturday,Indoor,Standing,0
-1.801736144,-1.542612787,10.52468606,85.944545,-111.8409371,-114.0062037,Morning,Monday,Indoor,Walking,0
-1.336044537,-0.155926254,11.68740141,73.14567973,100.6158213,-174.4430974,Evening,Saturday,Indoor,Walking,1
0.240748364,0.900455524,11.35038153,-22.78873231,-65.74142625,-171.5905638,Night,Thursday,Outdoor,Walking,1
0.766445485,-0.325087223,9.658468708,-147.6389202,-115.3457261,-171.2810934,Morning,Saturday,Indoor,Walking,1
-0.558450612,1.260155564,8.431969678,-161.1809781,46.50033033,78.36392874,Morning,Monday,Indoor,Running,0
0.221269834,1.455981968,11.74394408,195.8537186,184.807387,-183.4464519,Afternoon,Friday,Outdoor,Stairs,0
1.309145471,1.027504619,11.08637003,29.25425842,179.4146235,-169.7763282,Evening,Thursday,Indoor,Walking,1
-1.057106867,-1.719929774,8.665708047,-197.0694079,-8.989549809,-190.7875151,Morning,Wednesday,Outdoor,Walking,1
0.868571265,-0.376879786,11.40365927,150.6577585,-190.0484985,99.04354961,Night,Sunday,Outdoor,Walking,1
-1.111852263,-0.709360439,9.71389134,-94.07163481,-167.95306,46.88075416,Night,Monday,Outdoor,Running,0
0.914570336,1.286601459,11.13830354,117.0294396,144.6673779,-97.26612527,Morning,Friday,Indoor,Sitting,1
-1.229076966,0.491133351,10.79525436,10.18334941,-94.23725639,143.3236053,Night,Friday,Indoor,Running,0
-1.24264399,-0.834344736,10.94808924,191.8605565,160.8980212,155.0071243,Afternoon,Sunday,Indoor,Sitting,0
-0.817496148,0.033035005,11.78556248,66.883915,148.2637234,118.307741,Evening,Monday,Outdoor,Stairs,0
1.19039926,-0.465112848,10.61822563,167.570619,-114.5810583,-81.66905786,Night,Sunday,Outdoor,Sitting,1
-0.579441296,-1.731735001,11.37948729,-28.95744407,189.3371328,-95.71477958,Night,Sunday,Outdoor,Sitting,0
0.831846612,0.228100495,10.48657971,138.2465319,-192.9223805,-45.06944821,Night,Tuesday,Indoor,Stairs,1
-0.138914516,-1.925678169,11.90930808,108.5626524,139.535491,-128.0363977,Evening,Wednesday,Indoor,Walking,0
-1.436764093,0.284788392,11.94758182,-123.1514592,-84.40815749,158.9648429,Night,Wednesday,Outdoor,Stairs,0
-1.527567227,-1.652794397,9.790892598,-61.28975521,46.29569989,-44.17383022,Night,Sunday,Indoor,Walking,1
-1.218747853,0.712750525,8.671090797,-8.902258775,-112.3184463,2.026614337,Morning,Monday,Indoor,Walking,1
1.081531349,-1.622037811,10.76790686,-26.57196719,122.448878,20.90612702,Evening,Saturday,Indoor,Walking,0
-1.457675967,-1.99209557,10.62340012,-106.5662083,-8.994148475,-61.19285818,Morning,Saturday,Indoor,Running,1
1.630776168,1.703915155,9.091810033,143.374926,-140.4912268,-16.47073211,Afternoon,Friday,Outdoor,Running,1
-1.930915609,0.378362137,8.406574826,-136.0505318,38.64995984,-50.24060786,Afternoon,Sunday,Outdoor,Sitting,1
-0.456816072,0.508906136,8.413191394,75.37306759,-140.0340047,-144.9840379,Night,Saturday,Indoor,Stairs,0
1.336042096,0.346440382,11.74316525,-99.93113568,-12.98095706,-71.17475219,Night,Tuesday,Outdoor,Walking,1
0.360166656,0.372017794,10.92688159,125.9386154,-58.13585356,-157.0671972,Morning,Thursday,Outdoor,Sitting,1
0.76926683,-1.120523327,11.34500834,-41.44537708,198.8396415,-173.3146901,Night,Saturday,Outdoor,Standing,0
0.177939103,-1.697209699,9.415763668,-113.3756791,107.6375022,-13.8373153,Morning,Monday,Outdoor,Stairs,1
-0.589275479,-0.368642094,10.3344396,-115.3175972,-150.7251857,-173.6040794,Night,Sunday,Outdoor,Running,1
-1.765226207,0.371884768,10.4884637,122.9067173,9.700046379,34.66958967,Night,Tuesday,Outdoor,Walking,1
-0.200254314,1.399342176,11.25649124,178.9292918,73.36974419,-58.72348413,Night,Friday,Indoor,Standing,0
0.274684254,0.593738091,10.13602043,38.12314543,68.30598938,-21.56027405,Evening,Monday,Outdoor,Running,0
0.669687535,-1.473956433,11.13170492,-110.8226295,-120.1507444,51.06014667,Afternoon,Monday,Indoor,Stairs,1
-0.39635167,0.507092926,10.37805365,51.04984077,35.85008864,-29.57969418,Evening,Friday,Outdoor,Running,1
1.25512751,1.658282848,8.865002777,69.65480099,128.5577509,151.340371,Evening,Thursday,Outdoor,Standing,1
1.397170899,-0.011510781,11.34586066,-100.7220477,-71.77733439,15.4242946,Afternoon,Thursday,Outdoor,Running,1
-0.686102863,0.755856076,9.243254687,-136.2570171,109.7453364,-85.46703239,Morning,Monday,Outdoor,Walking,0
0.537737016,1.038014563,10.12175781,-188.2440068,147.386483,37.04425431,Afternoon,Thursday,Indoor,Sitting,0
-1.592517248,1.178103414,9.715095934,-91.51313344,38.27718846,183.1583806,Morning,Saturday,Outdoor,Stairs,0
0.528815466,0.985453114,10.73875248,146.5781546,-28.53933785,-156.4664419,Evening,Monday,Outdoor,Standing,1
-0.953775714,1.672053494,11.37330168,118.7928337,77.87940762,-84.05679422,Morning,Wednesday,Outdoor,Walking,1
0.021057967,1.049403979,11.96047672,-194.7596943,113.8773269,10.67572597,Evening,Sunday,Indoor,Sitting,0
-0.416682389,-1.351767521,9.482431823,153.1568386,12.79259368,174.6272677,Evening,Tuesday,Outdoor,Running,1
0.100403704,0.651437561,11.45840101,37.35151225,-74.3716449,138.8931232,Night,Wednesday,Indoor,Stairs,1
0.557226598,0.340704012,11.83665468,157.1436078,32.85980192,-82.13144712,Evening,Monday,Indoor,Sitting,0
1.582154233,0.153584675,10.03283303,-128.1186508,-118.8390496,114.5453281,Evening,Sunday,Indoor,Running,0
-0.967150161,-0.815480219,10.21958854,8.220251757,-127.661353,-105.1829003,Evening,Sunday,Indoor,Stairs,0
-1.26929308,-1.068113745,11.30711346,168.2071637,61.43667814,55.59787063,Evening,Thursday,Outdoor,Sitting,1
1.682829792,-1.322732042,9.017734881,6.133907712,198.7807876,-153.388535,Evening,Wednesday,Indoor,Stairs,0
-0.299017918,0.629939665,8.021841199,-112.1393317,-152.6910664,-62.02461945,Night,Monday,Indoor,Running,0
1.544917874,-1.412399779,11.17015839,115.6798063,-78.51598106,-3.597058839,Night,Tuesday,Indoor,Stairs,1
-0.041445034,-0.7711335,8.477230047,184.5812969,-148.8494944,82.07092905,Evening,Thursday,Outdoor,Standing,0
-0.672921975,-1.301293472,11.33521339,178.3286192,190.4274192,-31.94797353,Night,Friday,Outdoor,Sitting,1
0.129506179,-1.06403792,9.690492048,-61.33024193,127.7487371,-147.8267791,Evening,Monday,Indoor,Running,1
-0.568788222,1.263028332,8.152289971,123.4428015,108.6816213,14.10418564,Night,Thursday,Outdoor,Sitting,1
-1.355094445,-0.670731279,8.99757862,-156.2632698,-47.7196618,165.0260526,Morning,Wednesday,Outdoor,Stairs,1
